"","species","RCU","RLI","RB1","RB4","RB7","RB12","SP","EX","DI","R2n","CU","LI","B1","B4","B7","B12","C2n"
"1","Carex_aboriginum|IDA|spm00001838",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"214","Carex_catharinensis|BZS|spm00004375",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"215","Carex_caucasica|NCS|spm00008001",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,47.5,22.5,25.92592593,7258.111111,312.5555556,1090.925926,53
"216","Carex_caudata|SPA|spm00000529",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,60,22.5,98.43902439,4775.731707,224.5609756,1011.609756,24
"217","Carex_cephaloidea|MAI|spm00000804",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,90.3719412173807,75,27.5,74.7962963,9666.166667,383.1851852,897.1851852,51
"218","Carex_cephalophora|MRY|spm00000828",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,3.59546359590078,40,13,106.1158798,9182.244635,376.9957082,1031.358369,49
"219","Carex_cercostachys|EHM|spm00005901",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.399301732407792,0.100512266666667,0.298789465741125,90.3719412173807,20,NA,32.95652174,5672.086957,289.5217391,654.7391304,64
"220","Carex_cespitosa_ssp_cespitosa|NOR|spm00003210",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.716372610390219,0.0953056,0.621067010390219,90.3719412173807,35,15,32.43143143,9012.756757,342.2312312,614.7347347,75.55555556
"221","Carex_cespitosa_ssp_minuta|CHM|spm00004525",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"222","Carex_chalciolepis|COL|spm00002129",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"223","Carex_changmuensis|CHC|spm00006422",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"224","Carex_chaofangii|CHS|spm00000093",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"225","Carex_chapmanii|FLA|spm00000832",NA,NA,NA,NA,NA,NA,0.918621195318457,0.333996666666667,0.584624528651791,NA,NA,NA,NA,NA,NA,NA,NA
"226","Carex_chathamica|NZ|NCBI_AUTHOR_Gardner_305",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.16850700432393,0.177291,0.991216004323933,90.3719412173807,20,5.25,114.1666667,2451.833333,129,921.3333333,64
"227","Carex_cherokeensis|FLA|spm00000830",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"228","Carex_chiapensis|MXS|spm00000267",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"229","Carex_chihuahuensis|MXN|spm00000265",NA,NA,NA,NA,NA,NA,0.64263444182429,0.0252872,0.61734724182429,NA,NA,NA,NA,NA,NA,NA,NA
"230","Carex_chiwuana|CHC|spm00005889",NA,NA,NA,NA,NA,NA,0.464106453071108,0.0634811333333333,0.400625319737774,NA,NA,NA,NA,NA,NA,NA,NA
"231","Carex_chlorocephalula|CHC|spm00005680",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"232","Carex_chlorosaccus|KEN|spm00000180",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"233","Carex_chordalis|MXC|spm00000251",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"234","Carex_chordorrhiza|BRC|spm00001925",0.888486426930687,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,20,6,5.531188444,9264.680893,350.3946159,690.0853578,64
"235","Carex_chuana|CHC|spm00005682",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"236","Carex_chungii|CHS|spm00000137",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"237","Carex_ciliatomarginata|CH|NCBI_Jin_2300",249.716085180105,0.167916001589413,820.959885055063,1354.24065439708,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,90.3719412173807,10,7.5,137.9122807,7898.192982,307.6315789,1792.614035,12
"238","Carex_cilicica_ssp_cilicica|TUR|spm00005683",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"239","Carex_cilicica_ssp_muratica|TUR|spm00005685",249.716085180105,159.413858300348,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,35,15.5,NA,NA,NA,NA,54
"240","Carex_cinerascens|CHM|spm00004514",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,3.91071682373639,42.5,22.5,137.8,8641.2,328.2,1442.2,66
"241","Carex_circinata|ASK|spm00001977",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"242","Carex_cirrhosa|NZ|NCBI_AUTHOR_Gardner_318",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.16850700432393,0.177291,0.991216004323933,90.3719412173807,2.5,55,98.72727273,3696.181818,198.9090909,1459.909091,68
"243","Carex_clavata|CPP|spm00004348",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"244","Carex_clavispica|EHM|spm00005903",2.80386658213582,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,0.335504185180593,12,0,24,5849.25,279.25,632.0833333,84
"245","Carex_cockayneana|NZ|NCBI_AUTHOR_Gardner_332",NA,NA,NA,NA,NA,NA,1.16850700432393,0.177291,0.991216004323933,NA,NA,NA,NA,NA,NA,NA,NA
"246","Carex_cognata|MLW|spm00000181",NA,NA,NA,NA,NA,NA,0.641970778943352,0.107713,0.534257778943352,NA,NA,NA,NA,NA,NA,NA,NA
"247","Carex_colchica|UKR|spm00002173",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,0.239150342151887,20,NA,93.19491525,6650.754237,261.8644068,620.6779661,58
"248","Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,14.5,8.5,84.9875,3894.9625,208.0125,1562.7875,62
"249","Carex_collinsii|DEL|spm00000827",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"250","Carex_collumanthus|COL|spm00005156",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"251","Carex_comans|NZ|NCBI_AUTHOR_Gardner_309",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.16850700432393,0.177291,0.991216004323933,90.3719412173807,15.5,15,103.0703125,3611.796875,195.65625,1958.65625,40
"252","Carex_communis_var_amplisquama|GEO|spm00001922",NA,NA,NA,NA,NA,NA,0.464106453071108,0.0634811333333333,0.400625319737774,NA,NA,NA,NA,NA,NA,NA,NA
"253","Carex_communis_var_communis|QUE|NCBI_Waterway_3720",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.464106453071108,0.0634811333333333,0.400625319737774,90.3719412173807,40,7.5,71.02702703,9669.722008,389.9382239,1006.150579,28
"254","Carex_comosa|CAL|spm00000826",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.641970778943352,0.107713,0.534257778943352,90.3719412173807,85,27.5,87.77731092,9424.287815,383.1659664,951.7436975,64
"255","Carex_complanata|TEX|spm00000782",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"256","Carex_complexa|MXE|spm00000357",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"257","Carex_composita|CHT|spm00003356",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"258","Carex_concinna|MAN|NCBI_Kuzmina_2468",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.530656346327082,12.75,6,-20.16216216,11718.28501,442.5724816,530.3120393,54
"259","Carex_concinnoides|CAL|spm00001918",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"260","Carex_conferta|ETH|spm00000184",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,1.68444679003441,60,32.5,138.2916667,969.0833333,171.8333333,1165.583333,52
"261","Carex_congdonii|CAL|spm00001686",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"262","Carex_coninux|WHM|spm00005917",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"263","Carex_conjuncta|DEL|spm00000784",0.279034348394594,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,90.3719412173807,60,50,112.0248447,9340.881988,383.0745342,966.3850932,47.5
"264","Carex_conoidea|DEL|spm00001428",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,38.5,17,74.99607843,9685.909804,389.1411765,987.3254902,68
"265","Carex_constanceana||NCBI_Hipp_2028",NA,NA,NA,NA,NA,NA,1.09313075813263,0.0962389666666667,0.996891791465965,NA,NA,NA,NA,NA,NA,NA,NA
"266","Carex_cordillerana|BRC|spm00001544",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"267","Carex_coriophora|CHQ|spm00005694",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,60,30,-24.95833333,14099.625,521.9583333,401.7916667,56
"268","Carex_corrugata|ALA|spm00000670",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,4.93371105500327,52.5,17.5,167.1485149,7517.594059,333.5445545,1232.445545,58
"269","Carex_corynoidea|NZ|spm00005087",249.716085180105,0.0019256972716277,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.422393664032258,0.0899256666666667,0.332467997365592,3.6461680505214,37.5,0,93.46315789,3630.105263,195.7473684,2544.831579,88
"270","Carex_coulteri|MXC|spm00000268",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"271","Carex_cranaocarpa|CHQ|spm00006867",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"272","Carex_crawei|NFL|spm00001471",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,16,16,65.40707965,9759.716814,390.1415929,830.079646,52.33333333
"273","Carex_crawfordii|ILL|spm00002161",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.09313075813263,0.0962389666666667,0.996891791465965,90.3719412173807,42.5,9,32.69205298,10507.55464,414.6738411,848.6821192,66.76923077
"274","Carex_crebra|CHT|spm00003392",NA,NA,NA,NA,NA,NA,0.464106453071108,0.0634811333333333,0.400625319737774,NA,NA,NA,NA,NA,NA,NA,NA
"275","Carex_crebriflora||spm00001043",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.918621195318457,0.333996666666667,0.584624528651791,90.3719412173807,43.5,15,176.1290323,6842.129032,316.5645161,1382.854839,42
"276","Carex_cremostachys|CHC|spm00005696",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"277","Carex_cretica|KRI|spm00004382",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.206956604650524,22.5,11,193,5911.5,278.5,358.5,58
"278","Carex_crinalis|ECU|spm00000602",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"279","Carex_crinita_var_crinita|MAI|spm00000801",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,87.5,75,60.85714286,10309.75325,414.6103896,933.961039,66.33333333
"280","Carex_crispa||spm00004422",249.716085180105,0.0019256972716277,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.422393664032258,0.0899256666666667,0.332467997365592,90.3719412173807,14,0,76.5,3816.25,204.5833333,2563,88
"281","Carex_cristatella|KTY|spm00000800",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.09313075813263,0.0962389666666667,0.996891791465965,90.3719412173807,65,6,78.80885781,10196.40793,405.3310023,870.5780886,70
"282","Carex_cruciata|CHC|spm00005699",249.716085180105,2.99547758449817,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.312511482547126,65,8.5,189.9388889,4026.533333,206.5222222,1901.777778,42
"283","Carex_cruenta|CHQ|spm00005700",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,47.5,22.5,14.48484848,7298.969697,322.6969697,587.8484848,44
"284","Carex_cruscorvi|FLA|spm00000822",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,1.68444679003441,65,NA,151.0673077,8288.711538,354.6923077,1086.836538,52
"285","Carex_cryptolepis|ILL|spm00001730",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,30,14.2,51.7826087,10324.04743,411.6521739,876,64
"286","Carex_cryptostachys|VIE|spm00007869",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"287","Carex_cuchumatanensis||NCBI_Beaman_888",NA,NA,NA,NA,NA,NA,0.716372610390219,0.0953056,0.621067010390219,NA,NA,NA,NA,NA,NA,NA,NA
"288","Carex_cumberlandensis|ARK|spm00000817",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,3.07974136621548,17,11.15,139.6964286,7988.25,350.6785714,1296.017857,46
"289","Carex_cumulata|ILL|spm00000871",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.09313075813263,0.0962389666666667,0.996891791465965,90.3719412173807,50,9,67.40336134,9328.815126,372.9495798,1039.042017,57.5
"290","Carex_curaica|KRA|spm00002337",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,29,6,-23.72413793,12868.10345,481.1034483,339.8965517,64
"291","Carex_curatorum||spm00002016",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,63,30,110.6,8195.8,390.28,291.44,62
"292","Carex_curticeps|EHM|spm00005191",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"293","Carex_curvicollis|JAP|spm00006868",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,30,27.5,110.5870445,8295.554656,321.388664,1824.242915,56
"294","Carex_curvula_ssp_curvula|SPA|spm00003091",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,90.3719412173807,16.5,NA,26.90769231,5734.676923,238.5846154,1393.492308,86
"295","Carex_curvula_ssp_rosae|FRA|spm00005184",NA,NA,NA,NA,NA,NA,0.141000147606376,0.00554383866666667,0.135456308939709,NA,NA,NA,NA,NA,NA,NA,NA
"296","Carex_cusickii|BRC|spm00002004",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,90.3719412173807,66.5,55,71.98214286,6035.75,288.1607143,1193.25,63
"297","Carex_cyanea|NZ|spm00005097",249.716085180105,0.0019256972716277,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.422393664032258,0.0899256666666667,0.332467997365592,0.0117803793587231,45,0,108.8421053,3594.842105,193.5263158,975.9473684,88
"298","Carex_dacica|ICE|spm00003155",NA,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.716372610390219,0.0953056,0.621067010390219,90.3719412173807,NA,15,-0.401360544,7346.382653,281.8214286,922.8231293,80.92307692
"299","Carex_dallii|NZ|NCBI_AUTHOR_Gardner_310",NA,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.16850700432393,0.177291,0.991216004323933,90.3719412173807,NA,10,84.6875,3735.6875,197.0625,2004.4375,42
"300","Carex_daltonii|EHM|spm00005702",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"301","Carex_dapanshanica|CHS|spm00000039",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"302","Carex_darwinii|CLS|spm00000571",NA,NA,NA,NA,NA,NA,0.716372610390219,0.0953056,0.621067010390219,NA,NA,NA,NA,NA,NA,NA,NA
"303","Carex_dasycarpa|GEO|spm00000873",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"304","Carex_davalliana|FIN|spm00003596",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,25,20,73.86696231,6246.964523,262.631929,960.1906874,46
"305","Carex_davidii|CHN|spm00000040",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"306","Carex_davisii|DEL|spm00000858",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"307","Carex_davyi|CAL|spm00001459",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,1.09313075813263,0.0962389666666667,0.996891791465965,90.3719412173807,30,18,49.66666667,6381.666667,336.3333333,920.6666667,74
"308","Carex_deasyi|EHM|spm00005198",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.399301732407792,0.100512266666667,0.298789465741125,90.3719412173807,31.5,NA,-19.22151899,8272.537975,358.0379747,363.8417722,32
"309","Carex_debilis|OKL|spm00000863",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,62.5,52.5,97.71057514,8617.217069,358.8144712,1163.213358,56.5
"310","Carex_decidua|CLS|spm00000570",NA,NA,NA,NA,NA,NA,0.716372610390219,0.0953056,0.621067010390219,NA,NA,NA,NA,NA,NA,NA,NA
"311","Carex_declinata||NCBI_Clemens_1189",NA,NA,NA,NA,NA,NA,0.336906089512407,0.0522676,0.284638489512407,NA,NA,NA,NA,NA,NA,NA,NA
"312","Carex_decomposita|DEL|spm00000836",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,90.3719412173807,62.5,110,151.9859155,7922.070423,346.028169,1239.239437,64
"313","Carex_decora|EHM|spm00005703",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"314","Carex_decurtata|NZS|spm00004414",NA,NA,NA,NA,NA,NA,1.16850700432393,0.177291,0.991216004323933,NA,NA,NA,NA,NA,NA,NA,NA
"315","Carex_deflexa_var_boottii||NCBI_Morse_2882",NA,NA,NA,NA,NA,NA,0.464106453071108,0.0634811333333333,0.400625319737774,NA,NA,NA,NA,NA,NA,NA,NA
"316","Carex_deflexa_var_deflexa|BRC|spm00002125",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.464106453071108,0.0634811333333333,0.400625319737774,90.3719412173807,18,8,13.76047904,11309.21557,441.1197605,790.2035928,25.75
"317","Carex_delicata|TZK|spm00003358",NA,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,NA,NA,-50.76923077,15481.69231,548.5384615,398,58
"318","Carex_demissa_ssp_cedercreutzii|AZO|NCBI_Hansen_1912",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"319","Carex_demissa_ssp_demissa|NSC|spm00001948",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,19.25,10.75,73.81081081,6360.297297,263.4594595,910.8108108,69.75
"320","Carex_demissa_ssp_iranica|IRN|spm00000598",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"321","Carex_densa|ORE|spm00001669",249.716085180105,NA,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,90.3719412173807,50,NA,121.7701149,5036.137931,274.2413793,950.3563218,54
"322","Carex_densifimbriata|CH|NCBI_Liuo_2556",249.716085180105,1.26910428632855,820.959885055063,1354.24065439708,1329.50736958685,8843.54089118597,0.141000147606376,0.00554383866666667,0.135456308939709,90.3719412173807,55,7.5,181,7684,295,1489,12
"323","Carex_densipilosa|CHS|spm00000042",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"324","Carex_depauperata|YUG|spm00000574",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,65,15,101.1724138,5865.551724,246.2758621,746.6896552,50
"325","Carex_depressa_ssp_basilaris|SPA|spm00000547",249.716085180105,5.72882782553762,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,25,14.5,51.25,5742.875,244.125,1167.75,66
"326","Carex_depressa_ssp_depressa|SPA|spm00000550",249.716085180105,5.72882782553762,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,0.162710242597997,17.5,14.5,135.974359,5444.589744,252.5128205,837.4615385,65
"327","Carex_depressa_ssp_transsilvanica|YUG|spm00000546",249.716085180105,5.72882782553762,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,12.5,15,87.07692308,7270.615385,304,896.0769231,70
"328","Carex_deqinensis|CHC|spm00005705",NA,NA,NA,NA,NA,NA,0.464106453071108,0.0634811333333333,0.400625319737774,NA,NA,NA,NA,NA,NA,NA,NA
"329","Carex_derelicta|CZE|spm00003351",249.716085180105,159.413858300348,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,90.3719412173807,17.5,7,NA,NA,NA,NA,70
"330","Carex_desponsa|EHM|spm00005706",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"331","Carex_deweyana_var_deweyana|MAN|spm00001039",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.336906089512407,0.0522676,0.284638489512407,90.3719412173807,51.5,8.1,42.765625,10750.64583,427.2057292,780.6171875,54.4
"332","Carex_diandra|CAL|spm00000840",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.64263444182429,0.0252872,0.61734724182429,90.3719412173807,46,35,39.33293909,8662.413956,337.9248965,744.8870491,58
"333","Carex_diastena|SAK|spm00004627",NA,NA,NA,NA,NA,NA,0.336906089512407,0.0522676,0.284638489512407,NA,NA,NA,NA,NA,NA,NA,NA
"334","Carex_dielsiana|VIE|spm00007870",NA,NA,NA,NA,NA,NA,0.246236514933104,0.0272542433333333,0.218982271599771,NA,NA,NA,NA,NA,NA,NA,NA
"335","Carex_digitalis|NWY|NCBI_Waterway_3702",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,3.07974136621548,29.5,19,121.4779412,8216.89951,351.6421569,1165.720588,48
"336","Carex_digitata|ITA|spm00000569",249.716085180105,159.413858300348,820.959885055063,53731.5413424346,1329.50736958685,8843.54089118597,0.246236514933104,0.0272542433333333,0.218982271599771,1.92941911951925,20,17.5,59.26903553,7477.477157,291.0050761,768.6294416,51.56666667
